# Horizontal Translation, Vertical Translation, Rotation
0.00426,1.93637,0.00000
0.00383,1.87476,0.00000
0.00401,1.87400,0.00000
0.00626,2.86971,0.00000
0.00468,1.99595,0.00000
0.00469,1.81507,0.00000
0.00541,1.87536,0.00000
0.00523,1.87582,0.00000
0.00519,1.87713,0.00000
0.00582,1.87679,0.00000
0.00549,1.87468,0.00000
0.00544,1.93281,0.00000
0.00563,1.86998,0.00000
0.00496,1.86977,0.00000
0.00454,1.87111,0.00000
0.00630,1.93299,0.00000
0.00510,1.87326,0.00000
0.00813,2.74833,0.00000
0.00588,1.93406,0.00000
0.00650,1.93493,0.00000
0.00599,1.81273,0.00000
0.00617,1.81212,0.00000
0.00576,1.93450,0.00000
0.00655,1.87382,0.00000
0.00583,1.93477,0.00000
0.00628,1.87469,0.00000
0.00644,1.81466,0.00000
0.00567,1.93627,0.00000
0.00693,1.93497,0.00000
0.00667,1.93666,0.00000
0.00672,1.81477,0.00000
0.00897,2.81040,0.00000
0.00720,1.87338,0.00000
0.00656,1.93289,0.00000
0.00704,1.87114,0.00000
0.00749,1.81076,0.00000
0.00650,1.99101,0.00000
0.00631,1.87081,0.00000
0.00710,1.80941,0.00000
0.00560,1.93033,0.00000
0.00609,1.87061,0.00000
0.00569,1.81099,0.00000
0.00571,1.93138,0.00000
0.00470,1.86974,0.00000
0.00763,2.80581,0.00000
0.00336,1.86973,0.00000
0.00430,1.86863,0.00000
0.00342,1.86620,0.00000
0.00358,1.92728,0.00000
0.00439,1.86526,0.00000
0.00421,1.86597,0.00000
0.00487,1.86638,0.00000
0.00435,1.86731,0.00000
0.00560,1.86756,0.00000
0.00486,1.86869,0.00000
0.00512,1.86883,0.00000
0.00507,1.92878,0.00000
0.00795,2.80006,0.00000
0.00467,1.92727,0.00000
0.00617,1.80611,0.00000
0.00576,1.92740,0.00000
0.00618,1.86700,0.00000
0.00571,1.80701,0.00000
0.00702,1.98831,0.00000
0.00615,1.86674,0.00000
0.00523,1.80684,0.00000
0.00645,1.92682,0.00000
0.00697,1.86601,0.00000
0.00604,1.80338,0.00000
0.00723,1.92254,0.00000
0.00691,1.92100,0.00000
0.01005,2.72935,0.00000
0.00659,1.85865,0.00000
0.00754,1.85982,0.00000
0.00610,1.85710,0.00000
0.00642,1.85663,0.00000
0.00587,1.91716,0.00000
0.00688,1.91776,0.00000
0.00690,1.79487,0.00000
0.00569,1.91689,0.00000
0.00591,1.79745,0.00000
0.00662,1.91527,0.00000
0.00631,1.85539,0.00000
0.00597,1.85595,0.00000
0.00635,1.91631,0.00000
0.01091,2.78378,0.00000
0.00678,1.85456,0.00000
0.00556,1.91534,0.00000
0.00625,1.85426,0.00000
0.00681,1.79319,0.00000
0.00663,1.91373,0.00000
0.00687,1.85272,0.00000
0.00698,1.85467,0.00000
