# Horizontal Translation, Vertical Translation, Rotation
-2.02474,2.48173,0.00000
-1.67934,1.60300,0.00000
-2.37524,1.35364,0.00000
-2.93406,1.34307,0.00000
-2.69159,1.23764,0.00000
-1.60092,0.54856,0.10432
-0.55792,0.32598,0.70092
0.19003,-0.47850,0.34736
-1.35551,-1.50281,0.21688
-1.64814,-2.17640,0.17578
-2.18833,-2.62753,0.00000
-1.94933,-2.94065,1.29546
-1.29494,-3.50116,1.08083
-0.67293,-2.54271,0.00000
-1.03085,-4.19638,0.00000
-0.75143,-6.30384,0.30361
-1.74658,-6.31325,0.90511
-1.34296,-6.63853,1.57751
-1.27497,-6.20972,0.00000
-15.10671,-13.93295,3.54854
-10.66493,-3.26349,-2.80249
-3.51434,-1.30648,0.00000
-4.13046,-1.99845,0.97956
-4.00600,-1.90127,1.01875
-3.52004,-1.57008,0.00000
-3.07310,-1.14283,0.00000
-4.40469,-0.53814,1.29484
-3.81845,-0.27051,0.00000
-4.28555,-0.12977,1.18638
-4.40080,-0.22811,0.84062
-4.08239,-0.33408,1.10449
-3.99633,-0.46413,0.96073
-2.44063,-0.33202,0.00000
-2.32904,-0.24205,0.00000
-3.29038,-0.35788,0.00000
-2.92562,-0.09208,0.51261
-1.94894,-0.28116,0.00000
-3.09937,-0.73798,0.43135
-2.16144,-0.30719,0.00000
-2.12815,-0.59200,0.13354
-3.24612,-0.99386,0.00000
-2.00283,-0.68476,0.00000
-1.99200,-0.65091,0.00000
-3.06800,-0.90940,0.26993
-2.41554,-0.46171,0.00000
-2.46284,-0.42040,0.00000
-2.76707,-0.55774,0.00000
-3.02843,-0.71205,0.00000
-3.15043,-0.49072,0.00000
-3.06377,-0.41579,0.00000
-3.76466,-0.51638,0.00000
-1.84234,-0.36245,0.00000
-2.29338,-0.29219,0.13434
-1.59123,-0.00092,0.00000
-2.43655,0.32333,-0.17245
-2.57497,0.69375,0.00000
-3.08620,0.86615,0.00000
-3.65236,0.93375,0.00000
-2.76103,0.70435,0.00000
-4.04784,0.91543,0.00000
-3.93734,1.01998,0.00000
-2.78725,0.75293,0.00000
-4.53963,0.99387,0.00000
-4.33632,0.85089,0.00000
-4.11748,0.70800,0.00000
-3.97159,1.07997,0.00000
-2.70151,0.71900,0.00000
-2.96950,0.74208,0.00000
-4.64077,1.27921,0.00000
-3.42260,0.85851,0.00000
-3.96727,0.84683,0.00000
-4.12242,0.69505,0.00000
-4.05821,0.50471,0.00000
-3.94607,0.41334,0.00000
-5.15457,0.83085,0.00000
-3.27495,0.53090,0.00000
-2.87673,0.74650,0.00000
